,SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
Gm11937,0,0,0,0,0,0,0,0,0
Krtap2-4,0,0,0,0,0,0,0,0,0
Gm11562,0,0,0,0,0,0,0,0,0
Krtap4-1,0,0,0,0,0,0,0,0,0
Krtap4-2,0,0,0,0,0,0,0,0,0
Krtap4-7,0,0,0,0,0,0,0,0,0
Gm11563,0,0,0,0,0,0,0,0,0
Krtap4-6,0,0,0,0,0,0,0,0,0
Gm11595,0,0,0,0,0,0,0,0,0
Krtap4-8,0,0,0,0,0,0,0,0,0
Krtap4-9,0,0,0,0,0,0,0,0,0
Gm11596,0,0,0,0,0,0,0,0,0
Gm11569,0,0,0,0,0,0,0,0,0
Gm11554,0,0,0,0,0,0,0,0,0
Krtap4-13,0,0,0,0,0,0,0,0,0
Gm11564,0,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0,0
Krtap4-16,0,0,0,0,0,0,0,0,0
Gm11568,0,0,0,0,0,0,0,0,0
Gm11559,0,0,0,0,0,0,0,0,0
Krtap9-1,0,0,0,0,0,0,0,0,0
Gm11567,0,0,0,0,0,0,0,0,0
Krtap31-1,0,0,0,0,0,0,0,0,0
Gm11565,0,0,0,0,0,0,0,0,0
Krtap31-2,0,0,0,0,0,0,0,0,0
Krtap9-5,0,0,0,0,0,0,0,0,0
Krtap29-1,0,0,0,0,0,0,0,0,0
Krtap16-1,0,0,0,0,0,0,0,0,0
Krtap17-1,0,0,0,0,0,0,0,0,0
Krt33a,0,0,0,0,0,0,0,0,0
Krt33b,0,0,0,0,0,0,0,0,0
Krt34,0,0,0,0,0,0,0,0,0
Krt31,0,0,0,0,0,0,0,0,0
Krt32,0,0,0,0,0,0,0,0,0
Krt35,0,0,0,0,0,0,0,0,0
Krt36,0,0,0,0,0,0,0,0,0
Krt13,0,0,0,0,0,0,0,0,0
Krt15,1,2,0,2,6,10,0,2,4
Krt19,4603,3961,4192,3793,4162,4383,5838,5139,7094
Krt9,0,1,0,0,0,0,1,0,0
Krt14,0,0,0,0,0,1,0,0,0
Krt16,0,0,0,0,0,0,0,0,0
Krt17,0,0,0,0,0,0,0,0,0
Krt42,0,0,0,0,0,1,0,0,0
Eif1,2030,1741,1342,1694,2660,1927,1484,1399,1732
Gast,0,1,0,0,0,1,0,0,0
Hap1,2,2,2,3,10,3,4,3,4
Jup,1183,876,1289,1208,1762,1629,1191,924,1591
Gm12348,1,0,0,1,0,0,0,0,0
P3h4,3,4,2,2,2,2,0,0,0
Fkbp10,1,3,1,4,0,0,0,1,1
Nt5c3b,152,146,73,60,82,94,53,49,101
Klhl10,3,5,0,0,1,0,1,3,0
Klhl11,209,219,176,152,222,209,119,113,145
Acly,5451,5572,2868,2915,4091,3857,3229,2443,3863
Mir7116,1,0,0,0,0,0,0,0,0
Ttc25,3,1,1,1,0,0,5,2,1
Cnp,660,515,419,348,443,485,382,367,508
Dnajc7,1464,1241,993,910,1180,1182,920,733,1129
Nkiras2,1332,1115,715,593,722,724,665,565,798
Zfp385c,821,717,407,352,443,491,406,354,507
Dhx58,278,228,225,190,212,273,175,148,198
Kat2a,590,506,417,322,436,511,369,277,467
Hspb9,13,6,23,20,20,20,7,3,3
Rab5c,5098,4454,3309,2534,3937,4040,2710,2183,3256
Kcnh4,283,167,754,324,943,1149,313,234,330
Hcrt,0,0,2,1,0,0,0,1,0
Ghdc,200,180,109,117,138,190,116,87,156
Stat5b,1156,1005,617,620,790,893,877,684,1070
Stat5a,839,808,609,361,497,745,641,538,778
Stat3,3666,3602,3318,2900,3809,4081,2365,1721,2862
Cavin1,15,11,18,10,19,14,19,14,14
Atp6v0a1,2396,2039,1392,1426,1923,1671,1266,1149,1761
Mir6928,0,0,0,1,1,0,0,0,3
Naglu,1528,1509,802,608,935,994,718,539,818
Hsd17b1,20,12,3,1,5,8,10,7,12
Coasy,325,276,148,135,182,207,169,123,233
Mlx,487,483,422,282,404,502,328,242,366
Psmc3ip,124,124,26,18,16,20,27,14,29
Retreg3,857,779,410,445,610,538,561,452,686
Tubg1,766,751,200,171,157,212,170,132,174
Tubg2,2,2,0,2,0,0,0,1,1
Plekhh3,110,89,27,44,53,73,67,54,82
Ccr10,6,4,0,2,1,8,8,5,10
Cntnap1,19,15,18,28,28,11,39,37,37
Ezh1,527,375,259,373,361,349,467,343,546
Ramp2,1,0,4,2,3,1,6,3,7
Vps25,704,649,426,300,458,463,305,299,397
Wnk4,4,4,6,4,8,7,0,1,10
Coa3,435,420,244,216,233,246,240,183,242
Cntd1,231,225,207,169,223,218,175,148,171
Becn1,1406,1277,1022,955,1387,1361,924,763,1084
Psme3,1567,1548,1161,789,1134,1328,768,639,902
Aoc2,76,71,99,60,90,98,44,38,46
Aoc3,0,0,1,3,1,1,0,0,0
G6pc,0,0,0,0,0,0,0,0,0
Aarsd1,393,399,190,137,183,207,163,119,184
Ptges3l,28,31,31,27,39,37,18,8,23
Mir6929,0,0,0,0,0,0,0,0,0
Rundc1,339,275,311,219,363,351,200,177,323
Rpl27,1061,988,654,563,847,770,502,532,681
Ifi35,326,310,243,224,323,338,235,178,268
Vat1,4850,4605,4646,3216,5224,5679,2814,2355,3597
Rnd2,55,47,56,33,53,54,25,34,38
Brca1,896,981,87,97,110,67,130,78,179
Nbr1,1235,1094,435,780,699,595,986,861,1260
Tmem106a,1434,1213,1268,915,1230,1454,1093,886,1284
Gm11634,6,6,5,11,1,6,5,1,7
LOC666331,0,0,0,0,0,0,0,0,0
Rnu2-10,1,0,2,0,0,0,1,1,0
Rdm1,209,138,102,105,145,117,165,93,163
Arl4d,3,6,5,9,19,9,8,15,11
Dhx8,744,722,588,417,614,694,454,379,578
Etv4,2,0,3,2,0,0,1,2,1
Meox1,3,0,1,0,3,5,3,3,1
4930417O22Rik,0,0,0,0,0,0,0,0,0
Sost,0,0,2,0,0,0,1,0,0
Dusp3,1723,1603,2195,1866,2162,2663,1658,1231,1832
Cfap97d1,0,0,0,0,0,0,0,0,0
Mpp3,0,0,1,4,0,0,1,0,0
Cd300lg,33,30,52,36,94,59,79,66,105
Mpp2,1,2,1,0,1,1,1,1,1
Ppy,0,0,0,0,0,0,0,0,0
Pyy,0,0,0,0,0,0,0,0,1
Nags,0,0,1,0,0,0,0,0,0
Tmem101,148,131,78,91,109,109,65,65,104
Lsm12,341,336,228,211,246,275,157,134,197
G6pc3,387,359,363,262,395,404,329,231,336
Hdac5,763,481,369,530,724,454,593,494,778
Mir8101,0,0,0,0,0,0,0,0,0
Hrob,118,114,8,18,14,16,18,10,24
Asb16,2,0,0,0,0,0,0,0,0
Tmub2,491,419,372,386,491,430,386,309,440
Atxn7l3,895,763,689,630,875,914,585,446,787
Ubtf,1476,1297,1108,938,1299,1194,1026,823,1287
Slc4a1,0,0,1,0,0,0,0,0,0
Gm34253,0,0,0,0,0,0,0,0,0
Bloodlinc,0,0,0,0,0,0,0,0,0
Rundc3a,9,14,20,13,6,7,4,14,11
Slc25a39,1173,1127,641,482,801,782,515,401,644
Mir6930,0,0,0,0,0,0,0,0,0
Grn,13914,13070,8197,7128,9879,9506,7289,6067,9283
Fam171a2,0,0,1,2,0,1,0,0,0
Itga2b,11,2,14,8,26,22,5,3,5
Gpatch8,725,690,491,427,732,655,464,327,563
Gm11627,0,0,0,0,0,0,0,0,0
Fzd2,1,0,0,0,0,0,0,0,1
2810433D01Rik,0,0,0,0,0,0,0,0,0
Meioc,2,1,4,2,8,7,3,1,1
Ccdc43,296,246,224,149,193,230,145,113,152
Adam11,8,8,2,4,1,0,1,6,1
Gjc1,0,1,2,0,2,1,1,0,1
Higd1b,0,0,0,1,0,0,0,0,0
Eftud2,1679,1632,821,669,977,1036,755,516,801
Ccdc103,0,0,0,0,0,0,0,0,0
Fam187a,0,0,0,0,0,0,0,0,0
Gfap,1,3,6,8,0,0,1,12,0
Kif18b,488,401,40,46,42,52,72,48,89
C1ql1,0,3,1,0,2,0,0,0,0
2410004I01Rik,0,0,0,0,2,0,0,0,0
Dcakd,281,180,171,110,155,177,175,126,202
Mir6931,0,0,0,0,0,0,0,0,0
Nmt1,2486,2283,1543,1375,1851,1855,1461,1196,1703
Plcd3,3,2,3,3,5,3,4,5,0
Acbd4,75,43,51,51,74,64,33,27,52
Hexim1,352,352,212,255,393,395,250,226,311
Hexim2,11,15,10,7,19,6,6,5,9
Fmnl1,4789,3816,4940,4057,5891,5586,4256,3140,5197
Efcab15,1,2,1,1,0,1,1,2,1
Spata32,0,0,0,0,0,0,0,1,0
Map3k14,188,128,164,120,227,245,174,127,174
Arhgap27,1100,887,736,466,552,847,612,441,817
Arhgap27os3,15,12,18,12,7,17,12,4,10
Plekhm1,2102,1749,1403,1004,1235,1779,1143,922,1428
Gm884,0,0,0,0,0,0,0,0,0
Lyzl6,0,0,0,0,0,0,0,0,0
1700072I22Rik,0,0,0,0,1,0,0,0,0
Rprml,0,0,1,1,0,0,0,1,0
Gosr2,1167,1035,932,843,1134,1152,730,608,882
C130046K22Rik,31,18,6,11,14,7,19,10,29
Wnt9b,0,0,0,0,0,0,0,0,0
Wnt3,0,0,2,0,1,1,0,0,0
Nsf,3092,3047,1863,1219,1600,2105,1335,1094,1613
Arf2,933,911,883,539,745,1054,421,399,497
Crhr1,0,0,1,1,0,0,0,0,0
Sppl2c,0,0,0,0,0,0,0,0,0
Mapt,4,11,12,6,1,7,7,25,6
Kansl1,991,853,649,715,1164,911,771,607,922
Cdc27,823,733,625,375,574,660,379,312,390
Myl4,1,0,1,0,2,0,0,0,0
Gm11665,0,0,0,0,0,0,0,0,0
Itgb3,3,5,11,5,9,13,5,5,3
Efcab3,0,0,0,0,0,0,0,0,0
Mettl2,235,243,219,150,197,223,135,119,176
Tlk2,358,316,339,218,434,430,221,202,286
1700052K11Rik,37,26,31,16,20,42,12,12,22
Mrc2,1,0,2,0,6,6,1,1,1
Marchf10,0,0,0,0,0,0,0,0,0
Tanc2,562,497,591,493,1192,763,541,559,678
Cyb561,1121,1060,568,421,491,603,634,418,686
Gm11651,48,49,31,17,41,37,35,30,60
Ace,475,485,339,287,372,370,361,309,528
Ace3,0,0,0,0,0,0,2,0,0
Kcnh6,0,0,1,0,0,0,0,1,0
Dcaf7,2529,2215,1403,1212,1703,1763,1240,1025,1420
Taco1,184,182,110,58,56,129,80,59,108
Map3k3,1934,1806,1139,1279,1769,1413,1291,1064,1594
Limd2,190,200,129,123,186,136,139,112,157
Strada,284,226,143,138,205,199,153,117,154
Ccdc47,1289,1168,775,667,941,982,736,622,883
Ddx42,1178,1039,988,736,1131,1155,705,530,809
Ftsj3,925,887,874,478,594,960,492,324,526
Psmc5,1231,1276,750,559,809,798,517,413,599
Smarcd2,1389,1248,721,745,871,862,809,563,962
Tcam1,2,2,1,2,0,9,0,0,2
Gh,0,0,0,0,0,0,0,0,0
Cd79b,3,5,17,22,12,5,37,30,15
Scn4a,1,4,1,3,1,0,2,1,3
Prr29,0,0,0,0,1,0,0,0,0
Icam2,19,12,20,11,17,17,19,11,19
Ern1,390,324,211,250,255,270,275,207,400
Gm36220,3,3,1,0,5,4,1,2,5
Snord104,5,4,10,8,9,10,5,6,11
Tex2,774,770,331,383,422,376,437,355,506
Pecam1,7,11,16,18,21,21,30,14,24
Milr1,506,465,276,276,371,340,314,231,327
Polg2,87,58,79,62,95,86,66,56,81
Ddx5,9301,7343,11148,10289,14667,12793,8694,7091,9029
Mir3064,28,35,27,16,46,28,25,11,22
Cep95,178,170,54,48,55,86,99,81,118
Smurf2,1011,966,627,566,723,730,668,568,789
Kpna2,1499,1519,374,299,299,421,341,236,404
1810010H24Rik,20,5,9,13,21,23,14,7,16
Bptf,1673,1323,1276,1197,1708,1675,1191,948,1523
Gm11715,25,36,25,20,34,35,16,12,21
Nol11,472,512,450,240,372,464,245,221,288
Pitpnc1,164,123,143,163,242,187,166,134,195
Gm11716,0,0,0,0,0,1,0,0,1
Gm11714,0,0,0,0,2,0,1,1,0
Psmd12,900,938,699,463,732,732,403,293,476
Helz,648,548,418,397,502,473,360,344,447
Mir6932,0,0,0,0,0,0,0,0,0
Cacng1,0,0,0,3,0,0,0,0,0
Cacng4,0,0,0,0,0,0,0,1,0
Gm11650,0,0,0,0,0,0,0,0,0
Cacng5,0,0,0,0,0,0,0,0,0
Prkca,225,192,314,282,362,381,246,210,296
Mir7223,0,0,0,0,0,0,0,0,0
Apoh,0,0,0,1,0,0,0,0,2
Cep112,37,32,9,10,12,10,5,6,20
Cep112os1,2,0,0,1,1,0,2,0,1
Axin2,1,3,6,0,0,2,1,3,3
E030025P04Rik,0,0,0,0,0,0,0,0,0
Rgs9,4,1,5,1,2,0,2,1,1
1600015H23Rik,0,0,0,0,1,0,0,0,0
1700096J18Rik,1,2,1,1,4,0,0,0,1
Gm11696,170,123,196,169,244,217,108,78,145
Gna13,2442,2238,3108,2151,3601,3602,1667,1427,1885
Amz2,353,273,181,183,204,201,203,177,270
Gm45916,435,478,354,232,345,400,235,135,224
Slc16a6,1043,1140,807,559,751,849,488,344,530
Arsg,259,202,227,200,320,300,147,134,179
Wipi1,137,86,71,79,144,107,49,64,90
Prkar1a,2469,2269,2305,2021,2864,2843,1875,1569,1949
Fam20a,0,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,1,0,0,0
1700023C21Rik,0,0,0,0,0,0,0,0,0
Abca8b,1,0,9,6,4,4,0,0,3
Abca8a,0,0,1,2,3,0,0,0,1
Abca9,12,9,147,174,244,189,17,22,30
Abca6,0,0,1,0,0,0,0,1,0
Abca5,18,16,28,28,30,43,17,15,6
Map2k6,13,11,3,1,6,1,2,7,3
Gm11682,0,0,0,0,0,0,0,0,0
Kcnj16,0,0,2,0,0,0,0,1,0
Kcnj2,130,86,65,49,63,62,98,82,126
Gm30158,0,0,0,0,0,0,0,0,0
BC006965,0,0,0,0,0,0,0,0,0
Sox9,0,0,1,0,0,0,0,4,0
Gm11681,0,0,0,0,0,0,0,0,0
1700012H19Rik,0,0,0,0,0,0,0,0,0
2610035D17Rik,6,2,0,1,3,2,2,11,6
4732490B19Rik,0,0,1,1,1,0,0,0,0
Slc39a11,700,645,513,371,625,627,385,325,432
Sstr2,3,0,0,0,1,1,1,0,0
Cog1,580,485,441,400,577,612,437,338,525
Fam104a,489,456,365,314,415,422,295,249,367
D11Wsu47e,116,140,109,62,69,132,84,55,139
Cpsf4l,5,5,8,2,2,4,2,2,8
Cdc42ep4,304,258,136,165,182,171,278,216,284
Sdk2,0,1,0,0,0,0,0,1,0
Gm39468,0,0,0,0,0,0,0,0,0
1700025D23Rik,0,0,0,0,0,0,0,0,0
1700001J04Rik,0,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0,0
Gm11691,0,0,0,0,0,0,0,0,0
4932435O22Rik,0,0,0,0,0,0,0,0,0
Rpl38,708,771,463,356,506,494,383,363,410
Ttyh2,2043,1663,1935,1377,1955,2664,1297,1029,1524
Dnaic2,0,0,0,4,8,6,0,1,1
Kif19a,20,11,8,13,7,13,3,2,11
Btbd17,0,0,0,0,0,2,0,0,0
Gpr142,0,0,0,0,0,0,0,0,0
Gprc5c,106,44,114,153,225,127,167,184,177
Cd300a,379,343,382,356,469,426,205,208,215
Cd300lb,150,107,338,151,164,271,197,157,248
Cd300c,22,6,4,6,17,10,12,17,19
Cd300ld,289,291,225,249,257,273,245,252,337
Cd300c2,1503,1347,1450,1399,2015,1769,1458,1232,1601
Cd300ld4,0,0,0,0,0,0,0,0,0
Cd300ld5,0,0,0,0,0,0,0,0,0
Cd300ld3,3,0,1,0,3,8,2,1,7
Cd300e,125,89,56,66,68,65,122,84,130
Rab37,30,22,21,13,29,18,20,11,26
Cd300lf,3400,3255,5125,2124,3297,5592,1652,1124,1866
Slc9a3r1,1229,1209,895,816,1147,1040,669,578,833
Nat9,126,122,102,80,98,120,74,72,79
Tmem104,842,858,957,746,1419,1214,543,392,602
Grin2c,1,4,11,16,24,16,2,8,2
Fdxr,176,148,71,64,91,79,77,67,87
Fads6,6,3,8,6,4,2,2,9,4
Otop2,0,1,1,1,0,0,0,0,0
Ush1g,0,0,0,0,0,0,0,0,0
Otop3,0,0,0,0,0,0,0,0,0
Hid1,3,6,11,8,12,5,4,7,4
Cdr2l,2,0,0,1,0,1,1,0,1
Mrpl58,291,263,141,119,192,191,117,76,149
Atp5h,1374,1391,666,655,819,772,627,588,738
Kctd2,357,330,219,173,265,318,236,163,291
Trim80,0,0,0,0,0,0,0,0,0
Mir3968,0,0,0,0,0,0,0,0,0
Slc16a5,1,0,1,0,0,0,1,0,0
Armc7,234,173,164,169,227,189,154,122,219
Nt5c,475,447,336,337,514,398,360,285,432
Gm11694,196,167,111,91,164,126,117,79,126
Jpt1,2716,2620,1479,1184,1665,1780,1356,1086,1446
Sumo2,5,6,3,3,11,3,2,2,7
Nup85,921,956,262,237,363,351,296,207,339
Gga3,626,517,599,357,536,635,444,369,675
Mrps7,519,525,310,225,342,356,222,196,246
Mif4gd,438,382,323,264,356,366,317,281,348
Slc25a19,232,207,132,98,127,145,118,116,156
Grb2,2452,2207,1936,1787,2601,2474,1679,1383,2119
Tmem94,833,710,437,469,540,516,495,382,664
Mir5621,0,0,0,0,0,0,0,0,0
Caskin2,30,25,6,10,9,5,5,11,16
Tsen54,155,156,138,83,104,164,116,92,143
Llgl2,190,142,122,111,147,144,120,94,176
Myo15b,4,1,2,1,2,5,3,3,1
Recql5,312,346,143,157,133,196,196,159,208
Smim5,48,58,9,5,17,16,32,19,29
Smim6,12,15,9,2,3,10,9,8,9
Sap30bp,402,336,313,212,325,360,199,159,259
Itgb4,3,4,10,5,5,4,1,2,2
B230344G16Rik,0,0,2,2,0,0,0,0,0
Galk1,244,289,157,112,181,179,87,77,112
H3f3b,5663,5880,5596,4432,6834,6675,2907,2542,3102
Unk,416,318,236,170,295,320,226,163,280
Unc13d,31,26,10,23,22,19,30,18,22
Wbp2,1562,1416,1153,1008,1462,1420,928,760,1169
Trim47,686,678,458,455,537,465,825,642,1020
Trim65,252,202,153,162,223,187,209,171,266
Mrpl38,376,349,242,203,214,254,230,171,246
Fbf1,252,187,187,181,160,171,168,117,185
Acox1,5604,5083,5299,3898,5569,6767,3344,2734,4031
Ten1,127,103,103,82,141,125,74,71,95
Cdk3,1,3,0,3,7,1,4,0,2
Evpl,10,5,5,8,10,9,3,9,14
Srp68,857,831,645,540,723,794,511,385,609
Galr2,3,0,5,2,4,6,1,1,4
Exoc7,553,536,388,290,379,431,351,287,373
Foxj1,12,7,4,5,3,6,2,5,2
Rnf157,525,516,127,162,173,155,163,124,229
Ubald2,355,307,100,169,200,157,220,140,189
Qrich2,2,6,0,3,2,1,1,3,6
Prpsap1,422,307,340,338,420,446,330,230,373
Sphk1,5,12,79,14,25,111,0,2,3
Ube2o,306,316,282,249,293,341,234,170,317
Aanat,0,1,1,2,3,0,0,0,0
Rhbdf2,1151,1158,1409,740,1092,1734,702,486,811
Cygb,0,0,2,1,1,1,1,1,0
Prcd,1,0,1,0,1,1,0,0,0
Snhg16,97,75,186,102,142,163,51,52,67
Snord1c,2,1,3,0,2,0,0,0,0
Snord1b,1,4,4,1,2,1,2,1,1
Snord1a,0,0,0,0,0,0,0,0,0
St6galnac2,3,3,13,5,14,7,3,8,0
BC018473,0,0,0,0,0,0,0,0,0
St6galnac1,0,0,1,0,1,1,0,0,0
Mxra7,2,2,5,3,4,0,2,4,0
Jmjd6,372,368,315,279,428,370,213,177,266
Mettl23,156,144,65,64,96,107,131,92,127
Srsf2,3508,3314,2954,1609,2637,3339,1419,995,1627
Mfsd11,1008,1051,441,437,547,514,537,367,594
Mgat5b,0,0,1,0,0,0,0,1,0
Gm11728,0,0,0,0,0,0,0,0,0
Snhg20,115,116,98,116,69,68,93,79,139
Mir6516,15,8,5,10,7,3,3,9,10
Sec14l1,1069,977,574,437,565,709,577,525,761
Septin9,9971,9566,9442,6400,10556,11955,7489,6072,8527
Gm11729,0,0,0,0,0,0,0,0,0
Gm8624,0,0,0,1,1,0,0,0,0
Gm11732,0,0,0,0,0,0,0,0,0
Gm11733,0,0,0,0,0,0,0,0,0
Gm11734,0,0,0,0,0,1,0,0,0
2900041M22Rik,0,1,0,0,0,0,0,0,0
Tnrc6c,960,754,753,600,842,911,634,485,814
Tmc6,330,218,364,280,443,426,327,196,316
Tmc8,12,15,19,23,25,16,18,6,19
6030468B19Rik,1,0,0,1,0,1,3,0,2
Syngr2,2378,2097,1454,1116,1881,1880,1376,1148,1716
Tk1,1119,1104,115,126,141,162,157,137,200
Afmid,249,224,219,182,318,266,177,166,201
Birc5,1236,1130,137,124,144,139,148,115,175
Tmem235,1,0,1,0,1,1,0,0,0
Tha1,97,149,136,23,31,134,74,45,77
Socs3,487,605,2591,185,1500,3530,139,91,184
Pgs1,845,800,700,353,505,759,417,296,534
Mir6933,0,0,0,0,0,0,0,0,0
Dnah17,91,74,117,73,91,136,55,37,57
Cyth1,1452,1344,2581,1336,2758,2910,1083,775,1225
Usp36,439,461,788,347,737,990,337,218,369
Timp2,450,497,624,531,817,790,500,493,602
Cep295nl,2,4,3,1,1,2,3,0,6
Lgals3bp,2889,2807,1776,1287,1920,2059,1365,1125,1584
Cant1,1194,1298,736,626,827,785,674,483,778
C1qtnf1,0,0,3,0,1,0,0,0,1
Gm11747,1,0,2,0,0,1,1,0,0
Engase,458,321,196,159,198,232,288,204,356
Rbfox3,0,0,4,5,0,0,1,7,0
Enpp7,0,0,0,0,0,0,0,0,0
Cbx2,70,45,7,7,7,5,27,12,22
Cbx8,61,58,42,29,67,49,78,34,57
Cbx4,347,292,161,252,376,272,236,153,284
Tbc1d16,297,244,226,309,361,328,126,96,195
Mir6934,0,0,0,0,0,0,0,0,0
Ccdc40,2,3,4,0,1,0,5,1,8
Gm35932,1,0,2,0,2,1,1,1,1
Gaa,1547,1375,1368,1096,1754,1569,923,812,1207
Eif4a3,1273,1284,936,750,1039,1124,596,418,656
Card14,8,8,92,54,71,92,5,0,1
Sgsh,40,29,301,227,308,333,13,10,22
Slc26a11,7,12,30,37,43,54,2,0,2
Rnf213,1421,1188,906,1048,1258,1018,965,790,1184
Mir1932,1,0,0,0,1,0,1,0,1
A930037H05Rik,80,68,44,66,55,81,53,38,64
Endov,215,167,153,90,121,181,134,86,159
Nptx1,0,0,9,1,0,0,0,7,1
Gm11762,0,0,0,0,0,0,0,0,0
Rptor,508,480,397,339,471,476,324,268,398
Rptoros,11,21,10,10,10,9,4,8,7
Mir5098,0,1,3,2,2,2,1,1,1
Chmp6,338,308,267,202,254,282,182,122,249
Baiap2,52,54,34,23,23,13,12,15,14
Aatk,761,598,483,385,411,528,335,310,464
Mir338,1,0,1,0,2,0,0,0,0
Mir3065,2,0,0,0,2,2,0,0,0
Cep131,154,167,35,77,54,38,48,67,108
Tepsin,332,306,214,151,171,224,193,150,244
Ndufaf8,132,123,76,51,89,86,44,46,89
Slc38a10,2604,2185,1521,1399,2101,2018,1449,1130,1826
2810410L24Rik,0,0,2,0,0,0,0,0,0
2900052L18Rik,0,0,3,0,0,0,0,1,0
Bahcc1,0,2,1,3,3,0,3,1,3
Actg1,5727,4925,4815,4762,6505,6667,4416,3225,5108
Mir6935,4,4,6,13,11,15,2,6,4
0610009L18Rik,9,8,5,6,7,11,17,8,3
Fscn2,7,2,3,10,8,8,2,0,3
Faap100,299,276,236,190,265,322,228,176,273
Nploc4,1216,1163,1130,675,1072,1267,620,519,769
Tspan10,0,0,0,0,0,0,0,0,0
Pde6g,1,2,0,0,0,0,0,0,0
Oxld1,33,43,22,11,8,18,24,10,26
Ccdc137,173,142,160,77,104,146,103,80,132
Arl16,109,83,56,41,40,52,61,49,62
Hgs,1096,952,846,671,938,935,735,614,867
Mrpl12,736,744,424,285,378,477,267,240,321
Slc25a10,566,528,189,115,222,210,157,107,154
Gcgr,1,1,0,1,0,0,0,1,0
Mcrip1,467,421,428,308,458,449,356,289,437
Ppp1r27,0,0,2,0,0,1,0,0,0
P4hb,9682,10413,5737,4773,6592,6500,4658,3456,5289
Arhgdia,11004,10298,7911,6373,9412,9475,5976,4458,7170
Alyref,1347,1308,537,398,590,584,370,303,466
Anapc11,730,718,388,334,491,440,407,312,465
Npb,1,5,3,2,3,3,1,0,4
Pcyt2,725,765,304,304,359,384,281,243,401
Sirt7,1072,930,766,691,845,870,701,560,888
Mir6936,0,0,0,0,0,0,0,0,0
Mafg,319,263,374,339,536,452,241,176,311
Gm17586,21,19,37,20,41,37,11,11,21
Pycr1,1,5,0,2,2,3,0,3,1
Myadml2,0,0,0,1,0,0,0,0,0
Notum,0,0,0,0,0,0,0,0,1
Aspscr1,661,608,363,266,403,415,320,221,350
Cenpx,717,694,324,307,416,356,307,229,350
Lrrc45,423,364,225,226,299,306,312,204,377
Rac3,63,66,131,83,136,131,113,65,92
Dcxr,267,289,226,140,233,227,145,136,161
Cbr2,18,27,7,9,16,12,15,12,10
Hmga1b,5,3,24,22,37,59,0,2,2
Rfng,393,351,247,191,298,290,244,171,282
Gps1,747,761,571,404,565,642,366,248,423
Dus1l,531,496,458,305,448,507,263,184,309
Fasn,3531,3856,1381,964,1035,1455,938,590,1262
Ccdc57,64,46,75,51,46,85,16,23,30
Slc16a3,636,671,590,469,661,659,369,267,446
Csnk1d,1467,1303,1345,1076,1484,1561,1050,901,1321
Cd7,4,2,3,1,6,2,4,6,3
Sectm1b,0,0,0,0,0,0,0,0,0
Sectm1a,0,0,0,0,0,0,0,0,0
Tex19.2,0,0,0,0,0,0,0,0,0
Tex19.1,0,0,0,0,0,0,0,0,0
Uts2r,0,0,0,0,0,0,1,0,0
Ogfod3,137,105,64,56,93,85,60,42,61
Hexdc,139,144,80,62,101,90,58,58,87
Cybc1,1258,1331,578,692,717,659,982,724,1092
Narf,278,320,34,82,109,39,132,127,190
Foxk2,942,923,482,409,561,614,485,432,648
Wdr45b,708,628,612,500,708,699,448,373,480
Rab40b,7,6,1,2,2,3,10,9,11
Mir7236,0,0,0,0,0,0,0,0,0
Fn3krp,159,115,43,37,35,50,74,49,89
Fn3k,1,1,1,1,1,0,1,2,1
Tbcd,750,773,423,329,517,451,305,272,407
Zfp750,3,1,6,0,5,1,0,1,3
B3gntl1,216,200,145,147,153,169,135,100,187
Metrnl,750,674,492,493,776,664,601,527,753
Ptchd3,0,0,0,0,0,0,0,0,0
Rab10os,120,116,105,65,110,118,71,60,75
Rab10,2052,2015,1621,1288,1854,1934,1273,1016,1403
Gm26520,0,0,0,0,0,0,0,0,0
I920046F24Rik,0,3,2,2,2,0,4,4,3
Kif3c,68,49,45,62,69,30,74,58,68
1110002L01Rik,43,28,14,19,11,17,37,24,35
Asxl2,883,879,675,562,721,810,617,483,706
Dtnb,365,294,132,125,189,173,110,98,141
Dnmt3a,1576,1279,1475,931,856,1647,992,755,1308
Dnmt3aos,1,4,16,2,2,8,2,2,1
Pomc,6,1,4,2,3,6,2,0,2
Efr3b,4,7,15,3,7,4,5,5,4
Dnajc27,70,56,78,41,64,96,53,41,70
Adcy3,3011,2201,3065,2419,3686,3837,2547,2043,2976
Cenpo,255,242,78,52,59,81,68,74,103
Ptrhd1,107,92,92,76,120,99,46,38,74
Ncoa1,1786,1317,1448,1498,2426,1817,1385,1098,1681
LOC105244649,0,0,6,1,2,4,0,0,3
Gm31938,0,3,1,1,0,1,0,1,1
Gm3625,54,43,61,56,88,95,42,46,44
Itsn2,1678,1383,1440,1343,1722,1921,1373,1261,1853
Fam228a,10,6,16,7,14,14,9,10,11
Fam228b,8,5,0,2,1,1,3,3,3
Pfn4,0,1,4,2,2,0,0,1,0
Sf3b6,625,612,373,288,401,429,277,243,334
